GEO_ID,NAICS2017,YEAR,NAICS2017_F,GEO_ID_F,NAICS2017_LABEL,NAME,ASRET,ASTBGN,ASTEND,BENEFIT,BENLGL,BENVOL,CEXTOT,CSTCMT,CSTEFT,CSTELEC,CSTFUGT,CSTFUNG,CSTFUOF,CSTFUON,CSTFUOT,CSTLAND,CSTMPRT,CSTSCNT,DPRTOT,EMP,EMPQ1CW,EMPQ1OC,EMPQ2CW,EMPQ2OC,EMPQ3CW,EMPQ3OC,EMPQ4CW,EMPQ4OC,EMP_IMP,ESTAB,FEDDL,FIRM,HOURS,INVMATB,INVMATE,PAYANCW,PAYANN,PAYANN_IMP,PAYANOC,PAYQTR1,PCHADVT,PCHCMPQ,PCHCSVC,PCHDAPR,PCHEXSO,PCHOEXP,PCHPRTE,PCHRFUS,PCHRPR,PCHTAX,PCHTEMP,PCHTT,PRIDL,RCPCCNDL,RCPCGDL,RCPCWRK,RCPNCW,RCPOTH,RCPTOT,RCPTOT_IMP,RPBLD,RPMCH,RPTOT,SLDL,VALADD
0100000US,23721,2017,null,null,Land subdivision,United States,N,N,N,263342,133675,129667,N,4219329,311398,55750,225088,16226,91457,133631,14334,476609,2402096,1029226,N,22997,9583,13414,10167,13233,10202,13209,11796,13311,N,4892,N,4790,21994,891204,886579,535116,1549849,N,1014733,386925,42099,13136,30052,13420,9924,423272,103577,14194,33744,67397,37730,788545,N,N,N,N,N,N,8985316,N,28896,19998,48894,N,4765987
0100000US,237210,2017,null,null,Land subdivision,United States,N,N,N,263342,133675,129667,N,4219329,311398,55750,225088,16226,91457,133631,14334,476609,2402096,1029226,N,22997,9583,13414,10167,13233,10202,13209,11796,13311,N,4892,N,4790,21994,891204,886579,535116,1549849,N,1014733,386925,42099,13136,30052,13420,9924,423272,103577,14194,33744,67397,37730,788545,N,N,N,N,N,N,8985316,N,28896,19998,48894,N,4765987
0100000US,2373,2017,null,null,"Highway, street, and bridge construction",United States,N,N,N,7531223,3550432,3980791,N,68559855,4888213,539390,3613318,408683,1411989,2201329,326822,52950,42400864,21217828,N,318812,236683,82129,296694,85366,300674,85196,257149,80834,N,9612,N,8775,591648,3241807,2396381,16627174,22771135,N,6143961,4331219,87553,171070,264993,169742,129791,5101563,742703,144365,1218737,589113,479280,9098910,N,N,N,N,N,N,124340668,N,465636,1986150,2451786,N,55780813
0100000US,23731,2017,null,null,"Highway, street, and bridge construction",United States,N,N,N,7531223,3550432,3980791,N,68559855,4888213,539390,3613318,408683,1411989,2201329,326822,52950,42400864,21217828,N,318812,236683,82129,296694,85366,300674,85196,257149,80834,N,9612,N,8775,591648,3241807,2396381,16627174,22771135,N,6143961,4331219,87553,171070,264993,169742,129791,5101563,742703,144365,1218737,589113,479280,9098910,N,N,N,N,N,N,124340668,N,465636,1986150,2451786,N,55780813
0100000US,237310,2017,null,null,"Highway, street, and bridge construction",United States,N,N,N,7531223,3550432,3980791,N,68559855,4888213,539390,3613318,408683,1411989,2201329,326822,52950,42400864,21217828,N,318812,236683,82129,296694,85366,300674,85196,257149,80834,N,9612,N,8775,591648,3241807,2396381,16627174,22771135,N,6143961,4331219,87553,171070,264993,169742,129791,5101563,742703,144365,1218737,589113,479280,9098910,N,N,N,N,N,N,124340668,N,465636,1986150,2451786,N,55780813
0100000US,2379,2017,null,null,Other heavy and civil engineering construction,United States,N,N,N,1382623,644809,737814,N,10897337,700400,92360,560035,15509,279749,280286,32496,4400,7110292,3082245,N,66443,46657,19786,49263,19176,49036,18793,50062,19644,N,4267,N,4151,106992,431178,443172,3209291,4759939,N,1550648,1144579,26668,51062,90481,13029,24090,870458,231822,21559,245858,128469,155919,1859415,N,N,N,N,N,N,22738483,N,145776,385341,531117,N,11841146
0100000US,23799,2017,null,null,Other heavy and civil engineering construction,United States,N,N,N,1382623,644809,737814,N,10897337,700400,92360,560035,15509,279749,280286,32496,4400,7110292,3082245,N,66443,46657,19786,49263,19176,49036,18793,50062,19644,N,4267,N,4151,106992,431178,443172,3209291,4759939,N,1550648,1144579,26668,51062,90481,13029,24090,870458,231822,21559,245858,128469,155919,1859415,N,N,N,N,N,N,22738483,N,145776,385341,531117,N,11841146
0100000US,237990,2017,null,null,Other heavy and civil engineering construction,United States,N,N,N,1382623,644809,737814,N,10897337,700400,92360,560035,15509,279749,280286,32496,4400,7110292,3082245,N,66443,46657,19786,49263,19176,49036,18793,50062,19644,N,4267,N,4151,106992,431178,443172,3209291,4759939,N,1550648,1144579,26668,51062,90481,13029,24090,870458,231822,21559,245858,128469,155919,1859415,N,N,N,N,N,N,22738483,N,145776,385341,531117,N,11841146
0100000US,238,2017,null,null,Specialty trade contractors,United States,N,N,N,74508097,35120706,39387391,N,360558798,22802181,3180220,17705549,1036543,3262284,14443265,879869,175557,270381093,67199967,N,4324849,3350688,974161,3571819,947054,3620334,949609,3645670,984262,N,463074,N,455238,7261806,15701875,16017942,176526482,242646868,N,66120386,54158123,3233580,2210916,3904399,986537,1069274,38390599,5458166,1134263,5144350,4693827,6033714,72259625,N,N,N,N,N,N,885342189,N,8860104,11111553,19971657,N,524783391
0100000US,2381,2017,null,null,"Foundation, structure, and building exterior contractors",United States,N,N,N,12735585,6955380,5780205,N,78723032,4275479,606381,3299780,223020,517672,2782108,146298,53563,60118749,14275241,N,864186,690868,173318,743306,163325,758917,163692,755367,169551,N,92596,N,91650,1458807,3040089,3138531,33442465,44860519,N,11418054,9622267,601183,380922,656502,156548,184832,7239455,1126110,232734,865230,931067,1251879,13626462,N,N,N,N,N,N,179076015,N,1851201,2520816,4372017,N,100352983
0100000US,23811,2017,null,null,Poured concrete foundation and structure contractors,United States,N,N,N,3305207,1883717,1421490,N,25612368,1454910,137428,1199892,44014,201635,998257,73576,16958,19481669,4658831,N,239976,205416,34560,219038,33196,222353,33466,221627,33416,N,20730,N,20573,446265,698069,738061,10506804,13105855,N,2599051,2757558,114529,123403,193587,44316,54173,1781581,305918,67017,282079,226928,305064,3498595,N,N,N,N,N,N,52838780,N,302561,696425,998986,N,27226412
0100000US,238110,2017,null,null,Poured concrete foundation and structure contractors,United States,N,N,N,3305207,1883717,1421490,N,25612368,1454910,137428,1199892,44014,201635,998257,73576,16958,19481669,4658831,N,239976,205416,34560,219038,33196,222353,33466,221627,33416,N,20730,N,20573,446265,698069,738061,10506804,13105855,N,2599051,2757558,114529,123403,193587,44316,54173,1781581,305918,67017,282079,226928,305064,3498595,N,N,N,N,N,N,52838780,N,302561,696425,998986,N,27226412
0100000US,23812,2017,null,null,Structural steel and precast concrete contractors,United States,N,N,N,1838735,804810,1033925,N,4860670,368328,39669,302274,14944,69982,232292,11441,2970,3564000,925372,N,78123,64235,13888,65801,12834,68071,12498,69804,12441,N,3585,N,3513,132548,298200,315137,3670004,4601662,N,931658,1017424,20219,36029,47353,11844,14325,761085,119460,15076,79802,70734,89316,1265243,N,N,N,N,N,N,15266834,N,127137,350434,477571,N,10406164
0100000US,238120,2017,null,null,Structural steel and precast concrete contractors,United States,N,N,N,1838735,804810,1033925,N,4860670,368328,39669,302274,14944,69982,232292,11441,2970,3564000,925372,N,78123,64235,13888,65801,12834,68071,12498,69804,12441,N,3585,N,3513,132548,298200,315137,3670004,4601662,N,931658,1017424,20219,36029,47353,11844,14325,761085,119460,15076,79802,70734,89316,1265243,N,N,N,N,N,N,15266834,N,127137,350434,477571,N,10406164
0100000US,23813,2017,null,null,Framing contractors,United States,N,N,N,829360,566181,263179,N,8432152,457622,77445,347838,20870,56143,291695,11469,5987,5633540,2335003,N,85118,71334,13784,75694,12767,77016,12798,78342,13139,N,11534,N,11510,138605,273668,291297,2970709,3665881,N,695172,803005,49256,37846,60341,10942,16569,517339,116918,19559,73235,77200,139515,1118720,N,N,N,N,N,N,16659623,N,196355,205927,402282,N,8227471
0100000US,238130,2017,null,null,Framing contractors,United States,N,N,N,829360,566181,263179,N,8432152,457622,77445,347838,20870,56143,291695,11469,5987,5633540,2335003,N,85118,71334,13784,75694,12767,77016,12798,78342,13139,N,11534,N,11510,138605,273668,291297,2970709,3665881,N,695172,803005,49256,37846,60341,10942,16569,517339,116918,19559,73235,77200,139515,1118720,N,N,N,N,N,N,16659623,N,196355,205927,402282,N,8227471
0100000US,23814,2017,null,null,Masonry contractors,United States,N,N,N,2112648,1114425,998223,N,8406702,490898,45690,390541,40676,55516,335025,13991,6445,6609442,1299917,N,141020,120549,20471,128884,18845,134201,19201,134268,20406,N,18284,N,18164,247150,483269,495100,5455571,6812048,N,1356477,1437438,57112,45613,85729,18077,23111,910328,160190,27187,119385,118079,189841,1754652,N,N,N,N,N,N,23487961,N,170376,351830,522206,N,15081259
0100000US,238140,2017,null,null,Masonry contractors,United States,N,N,N,2112648,1114425,998223,N,8406702,490898,45690,390541,40676,55516,335025,13991,6445,6609442,1299917,N,141020,120549,20471,128884,18845,134201,19201,134268,20406,N,18284,N,18164,247150,483269,495100,5455571,6812048,N,1356477,1437438,57112,45613,85729,18077,23111,910328,160190,27187,119385,118079,189841,1754652,N,N,N,N,N,N,23487961,N,170376,351830,522206,N,15081259
0100000US,23815,2017,null,null,Glass and glazing contractors,United States,N,N,N,1011732,472560,539172,N,6279454,225382,59594,147742,13595,20838,126904,4451,2073,5443901,608098,N,60592,39017,21575,42096,21117,41513,20374,34107,20697,N,5780,N,5619,84085,257419,267892,2137798,3440904,N,1303106,794803,45977,32349,45323,12913,13698,587022,89236,19177,54934,85448,92310,1078387,N,N,N,N,N,N,13891820,N,328559,159949,488508,N,7612366
0100000US,238150,2017,null,null,Glass and glazing contractors,United States,N,N,N,1011732,472560,539172,N,6279454,225382,59594,147742,13595,20838,126904,4451,2073,5443901,608098,N,60592,39017,21575,42096,21117,41513,20374,34107,20697,N,5780,N,5619,84085,257419,267892,2137798,3440904,N,1303106,794803,45977,32349,45323,12913,13698,587022,89236,19177,54934,85448,92310,1078387,N,N,N,N,N,N,13891820,N,328559,159949,488508,N,7612366
0100000US,23816,2017,null,null,Roofing contractors,United States,N,N,N,2538404,1489762,1048642,N,18598875,869320,177595,600740,68625,74716,526024,22360,7017,14472879,3249659,N,177254,129596,47658,148993,43822,152288,44409,151287,47359,N,19305,N,19048,281344,679007,685616,5803537,9121117,N,3317580,1875325,200433,77628,156512,43177,46947,1991802,227716,67288,183855,264840,274638,3534836,N,N,N,N,N,N,40886755,N,365494,472581,838075,N,22287880
0100000US,238160,2017,null,null,Roofing contractors,United States,N,N,N,2538404,1489762,1048642,N,18598875,869320,177595,600740,68625,74716,526024,22360,7017,14472879,3249659,N,177254,129596,47658,148993,43822,152288,44409,151287,47359,N,19305,N,19048,281344,679007,685616,5803537,9121117,N,3317580,1875325,200433,77628,156512,43177,46947,1991802,227716,67288,183855,264840,274638,3534836,N,N,N,N,N,N,40886755,N,365494,472581,838075,N,22287880
0100000US,23817,2017,null,null,Siding contractors,United States,N,N,N,318504,209959,108545,N,2988227,127117,18483,99376,7569,8026,91350,1689,2589,2197823,660698,N,35249,24146,11103,25444,11349,26105,11572,27407,11917,N,7823,N,7741,50853,155597,141837,961992,1492707,N,530715,319972,94856,12888,34088,5574,6660,302785,42299,8683,28904,40353,63470,640560,N,N,N,N,N,N,6742068,N,239542,138671,378213,N,3753841
0100000US,238170,2017,null,null,Siding contractors,United States,N,N,N,318504,209959,108545,N,2988227,127117,18483,99376,7569,8026,91350,1689,2589,2197823,660698,N,35249,24146,11103,25444,11349,26105,11572,27407,11917,N,7823,N,7741,50853,155597,141837,961992,1492707,N,530715,319972,94856,12888,34088,5574,6660,302785,42299,8683,28904,40353,63470,640560,N,N,N,N,N,N,6742068,N,239542,138671,378213,N,3753841
0100000US,23819,2017,null,null,"Other foundation, structure, and building exterior contractors",United States,N,N,N,780995,413966,367029,N,3544584,281902,50477,211377,12727,30816,180561,7321,9524,2715495,537663,N,46854,36575,10279,37356,9395,37370,9374,38525,10176,N,5555,N,5520,77957,194860,203591,1936050,2620345,N,684295,616742,18801,15166,33569,9705,9349,387513,64373,8747,43036,47485,97725,735469,N,N,N,N,N,N,9302174,N,121177,144999,266176,N,5757590
0100000US,238190,2017,null,null,"Other foundation, structure, and building exterior contractors",United States,N,N,N,780995,413966,367029,N,3544584,281902,50477,211377,12727,30816,180561,7321,9524,2715495,537663,N,46854,36575,10279,37356,9395,37370,9374,38525,10176,N,5555,N,5520,77957,194860,203591,1936050,2620345,N,684295,616742,18801,15166,33569,9705,9349,387513,64373,8747,43036,47485,97725,735469,N,N,N,N,N,N,9302174,N,121177,144999,266176,N,5757590
0100000US,2382,2017,null,null,Building equipment contractors,United States,N,N,N,40549636,17034510,23515126,N,163017845,8541714,1393673,6505683,405052,462347,6043336,237306,46530,127380102,27049499,N,2018230,1535639,482591,1596776,479606,1614557,480958,1650187,494679,N,184477,N,179837,3321230,6475489,6696012,87660086,121853905,N,34193819,28221520,1594763,1218864,2023977,505125,549321,17687815,2394177,406558,1365941,2030812,2658610,32435963,N,N,N,N,N,N,414445891,N,3310907,3097056,6407963,N,251428046
0100000US,23821,2017,null,null,Electrical contractors and other wiring installation contractors,United States,N,N,N,17853952,7220156,10633796,N,66778247,3507973,560913,2724726,130433,195765,2528961,91901,14945,53454419,9800910,N,858047,683158,174889,710176,173896,719799,173836,727993,187028,N,73888,N,72166,1483038,2480069,2583774,38345397,51836807,N,13491410,11972738,431735,577731,834909,204008,227817,6939709,995644,150064,581207,793170,1248539,12984533,N,N,N,N,N,N,173789267,N,1298063,1442578,2740641,N,107011020
0100000US,238210,2017,null,null,Electrical contractors and other wiring installation contractors,United States,N,N,N,17853952,7220156,10633796,N,66778247,3507973,560913,2724726,130433,195765,2528961,91901,14945,53454419,9800910,N,858047,683158,174889,710176,173896,719799,173836,727993,187028,N,73888,N,72166,1483038,2480069,2583774,38345397,51836807,N,13491410,11972738,431735,577731,834909,204008,227817,6939709,995644,150064,581207,793170,1248539,12984533,N,N,N,N,N,N,173789267,N,1298063,1442578,2740641,N,107011020
